unit i,unit j,Annual capital cost per metre of pipe (GBP/m.yr),Total Rectilinear Distance (m),Piping Cost (GBP/yr),Total Piping Cost (GBP/yr),Inner Pipe Diameter (m),Pressure Drop (N/m^2),Power of Pump (W),Pumping Cost (GBP/yr),Total Pumping Cost (GBP/yr)
absorber_T2,wash_water_cooler_T1,0.0,61.678000000000004,0.0,,0.0,0.0,0.0,0.0,
absorber_T2,rich_pump_T1_1,0.0,47.3985,0.0,,0.0,0.0,0.0,0.0,
absorber_T2,rich_pump_T1_2,0.0,43.879999999999995,0.0,,0.0,0.0,0.0,0.0,
absorber_T2,absorber_T2,0.0,,0.0,,0.0,0.0,0.0,0.0,
absorber_T2,wash_water_pump_T2_1,73.0,11.614,847.822,,0.174,37851.86822068966,4555.8918620689665,1640.121070344828,
absorber_T2,wash_water_pump_T2_2,0.0,15.342000000000066,0.0,,0.0,0.0,0.0,0.0,
absorber_T2,wash_water_cooler_T2,0.0,20.506000000000064,0.0,,0.0,0.0,0.0,0.0,
absorber_T2,rich_pump_T2_1,57.0,16.154500000000013,920.8065000000007,,0.15,62233.725036000054,5513.853940000005,1984.9874184000023,
absorber_T2,rich_pump_T2_2,0.0,19.463499999999982,0.0,,0.0,0.0,0.0,0.0,
wash_water_pump_T2_1,absorber_T1,0.0,29.558,0.0,,0.0,0.0,0.0,0.0,
wash_water_pump_T2_1,wash_water_pump_T1_1,0.0,41.172,0.0,,0.0,0.0,0.0,0.0,
wash_water_pump_T2_1,wash_water_pump_T1_2,0.0,44.9,0.0,,0.0,0.0,0.0,0.0,
wash_water_pump_T2_1,wash_water_cooler_T1,0.0,50.064,0.0,,0.0,0.0,0.0,0.0,
wash_water_pump_T2_1,rich_pump_T1_1,0.0,35.7845,0.0,,0.0,0.0,0.0,0.0,
wash_water_pump_T2_1,rich_pump_T1_2,0.0,32.266,0.0,,0.0,0.0,0.0,0.0,
wash_water_pump_T2_1,absorber_T2,0.0,11.614,0.0,,0.0,0.0,0.0,0.0,
wash_water_pump_T2_1,wash_water_pump_T2_1,0.0,,0.0,,0.0,0.0,0.0,0.0,
wash_water_pump_T2_1,wash_water_pump_T2_2,73.0,3.7280000000000655,272.1440000000048,,0.174,12150.14333793125,1462.4044137931294,526.4655889655266,
wash_water_pump_T2_1,wash_water_cooler_T2,0.0,8.892000000000063,0.0,,0.0,0.0,0.0,0.0,
wash_water_pump_T2_1,rich_pump_T2_1,0.0,27.768500000000014,0.0,,0.0,0.0,0.0,0.0,
wash_water_pump_T2_1,rich_pump_T2_2,0.0,31.077499999999983,0.0,,0.0,0.0,0.0,0.0,
wash_water_pump_T2_2,absorber_T1,0.0,33.286000000000065,0.0,,0.0,0.0,0.0,0.0,
wash_water_pump_T2_2,wash_water_pump_T1_1,0.0,44.90000000000006,0.0,,0.0,0.0,0.0,0.0,
wash_water_pump_T2_2,wash_water_pump_T1_2,0.0,48.628000000000064,0.0,,0.0,0.0,0.0,0.0,
wash_water_pump_T2_2,wash_water_cooler_T1,0.0,53.792000000000066,0.0,,0.0,0.0,0.0,0.0,
wash_water_pump_T2_2,rich_pump_T1_1,0.0,39.51250000000007,0.0,,0.0,0.0,0.0,0.0,
wash_water_pump_T2_2,rich_pump_T1_2,0.0,35.99400000000007,0.0,,0.0,0.0,0.0,0.0,
wash_water_pump_T2_2,absorber_T2,0.0,15.342000000000066,0.0,,0.0,0.0,0.0,0.0,
wash_water_pump_T2_2,wash_water_pump_T2_1,0.0,3.7280000000000655,0.0,,0.0,0.0,0.0,0.0,
wash_water_pump_T2_2,wash_water_pump_T2_2,0.0,,0.0,,0.0,0.0,0.0,0.0,
wash_water_pump_T2_2,wash_water_cooler_T2,73.0,5.163999999999998,376.97199999999987,,0.174,16830.295117241374,2025.7125517241375,729.2565186206896,
wash_water_pump_T2_2,rich_pump_T2_1,0.0,31.49650000000008,0.0,,0.0,0.0,0.0,0.0,
wash_water_pump_T2_2,rich_pump_T2_2,0.0,34.80550000000005,0.0,,0.0,0.0,0.0,0.0,
wash_water_cooler_T2,absorber_T1,0.0,28.122000000000067,0.0,,0.0,0.0,0.0,0.0,
wash_water_cooler_T2,wash_water_pump_T1_1,0.0,39.73600000000007,0.0,,0.0,0.0,0.0,0.0,
wash_water_cooler_T2,wash_water_pump_T1_2,0.0,43.46400000000007,0.0,,0.0,0.0,0.0,0.0,
wash_water_cooler_T2,wash_water_cooler_T1,0.0,48.62800000000007,0.0,,0.0,0.0,0.0,0.0,
wash_water_cooler_T2,rich_pump_T1_1,0.0,34.34850000000007,0.0,,0.0,0.0,0.0,0.0,
wash_water_cooler_T2,rich_pump_T1_2,0.0,34.01700000000007,0.0,,0.0,0.0,0.0,0.0,
wash_water_cooler_T2,absorber_T2,73.0,20.506000000000064,1496.9380000000046,,0.174,0.0,0.0,0.0,
wash_water_cooler_T2,wash_water_pump_T2_1,0.0,8.892000000000063,0.0,,0.0,0.0,0.0,0.0,
wash_water_cooler_T2,wash_water_pump_T2_2,0.0,5.163999999999998,0.0,,0.0,0.0,0.0,0.0,
wash_water_cooler_T2,wash_water_cooler_T2,0.0,,0.0,,0.0,0.0,0.0,0.0,
wash_water_cooler_T2,rich_pump_T2_1,0.0,36.66050000000008,0.0,,0.0,0.0,0.0,0.0,
wash_water_cooler_T2,rich_pump_T2_2,0.0,39.969500000000046,0.0,,0.0,0.0,0.0,0.0,
rich_pump_T2_1,absorber_T1,0.0,26.482500000000012,0.0,,0.0,0.0,0.0,0.0,
rich_pump_T2_1,wash_water_pump_T1_1,0.0,36.63149999999999,0.0,,0.0,0.0,0.0,0.0,
rich_pump_T2_1,wash_water_pump_T1_2,0.0,40.35949999999999,0.0,,0.0,0.0,0.0,0.0,
rich_pump_T2_1,wash_water_cooler_T1,0.0,45.523499999999984,0.0,,0.0,0.0,0.0,0.0,
rich_pump_T2_1,rich_pump_T1_1,0.0,31.243999999999986,0.0,,0.0,0.0,0.0,0.0,
rich_pump_T2_1,rich_pump_T1_2,0.0,27.725499999999986,0.0,,0.0,0.0,0.0,0.0,
rich_pump_T2_1,absorber_T2,0.0,16.154500000000013,0.0,,0.0,0.0,0.0,0.0,
rich_pump_T2_1,wash_water_pump_T2_1,0.0,27.768500000000014,0.0,,0.0,0.0,0.0,0.0,
rich_pump_T2_1,wash_water_pump_T2_2,0.0,31.49650000000008,0.0,,0.0,0.0,0.0,0.0,
rich_pump_T2_1,wash_water_cooler_T2,0.0,36.66050000000008,0.0,,0.0,0.0,0.0,0.0,
rich_pump_T2_1,rich_pump_T2_1,0.0,,0.0,,0.0,0.0,0.0,0.0,
rich_pump_T2_1,rich_pump_T2_2,57.0,3.3089999999999686,188.6129999999982,,0.15,12747.618071999881,1129.4278799999895,406.5940367999963,
rich_pump_T2_2,absorber_T1,0.0,29.79149999999998,0.0,,0.0,0.0,0.0,0.0,
rich_pump_T2_2,wash_water_pump_T1_1,0.0,33.32250000000002,0.0,,0.0,0.0,0.0,0.0,
rich_pump_T2_2,wash_water_pump_T1_2,0.0,37.05050000000002,0.0,,0.0,0.0,0.0,0.0,
rich_pump_T2_2,wash_water_cooler_T1,0.0,42.214500000000015,0.0,,0.0,0.0,0.0,0.0,
rich_pump_T2_2,rich_pump_T1_1,0.0,27.935000000000016,0.0,,0.0,0.0,0.0,0.0,
rich_pump_T2_2,rich_pump_T1_2,0.0,24.416500000000017,0.0,,0.0,0.0,0.0,0.0,
rich_pump_T2_2,absorber_T2,0.0,19.463499999999982,0.0,,0.0,0.0,0.0,0.0,
rich_pump_T2_2,wash_water_pump_T2_1,0.0,31.077499999999983,0.0,,0.0,0.0,0.0,0.0,
rich_pump_T2_2,wash_water_pump_T2_2,0.0,34.80550000000005,0.0,,0.0,0.0,0.0,0.0,
rich_pump_T2_2,wash_water_cooler_T2,0.0,39.969500000000046,0.0,,0.0,0.0,0.0,0.0,
rich_pump_T2_2,rich_pump_T2_1,0.0,3.3089999999999686,0.0,,0.0,0.0,0.0,0.0,
rich_pump_T2_2,rich_pump_T2_2,0.0,,0.0,,0.0,0.0,0.0,0.0,
,,,,,8455.994499999802,,,,,
,,,,,,,,,,14008.332881792872
