A_reclaimer_1_reclaimer_2,0.0
A_reclaimer_2_reclaimer_1,0.0
B_reclaimer_1_reclaimer_2,0.0
B_reclaimer_2_reclaimer_1,0.0
CD_reclaimer_1_reclaimer_1,0.0
CD_reclaimer_1_reclaimer_2,0.0
CD_reclaimer_2_reclaimer_1,0.0
CD_reclaimer_2_reclaimer_2,0.0
D_reclaimer_1_reclaimer_2,12.0
D_reclaimer_2_reclaimer_1,12.0
E1_reclaimer_1_reclaimer_2,-0.0
E2_reclaimer_1_reclaimer_2,-0.0
Gn1n2_100_1,-0.0
Gn1n2_100_10,-0.0
Gn1n2_100_100,-0.0
Gn1n2_100_101,-0.0
Gn1n2_100_102,-0.0
Gn1n2_100_103,-0.0
Gn1n2_100_104,-0.0
Gn1n2_100_105,-0.0
Gn1n2_100_106,-0.0
Gn1n2_100_107,-0.0
Gn1n2_100_108,-0.0
Gn1n2_100_109,-0.0
Gn1n2_100_11,-0.0
Gn1n2_100_110,-0.0
Gn1n2_100_111,-0.0
Gn1n2_100_112,-0.0
Gn1n2_100_113,-0.0
Gn1n2_100_114,-0.0
Gn1n2_100_115,-0.0
Gn1n2_100_116,-0.0
Gn1n2_100_117,-0.0
Gn1n2_100_118,-0.0
Gn1n2_100_119,-0.0
Gn1n2_100_12,-0.0
Gn1n2_100_120,-0.0
Gn1n2_100_121,-0.0
Gn1n2_100_122,-0.0
Gn1n2_100_123,-0.0
Gn1n2_100_124,-0.0
Gn1n2_100_125,-0.0
Gn1n2_100_126,-0.0
Gn1n2_100_127,-0.0
Gn1n2_100_128,-0.0
Gn1n2_100_129,-0.0
Gn1n2_100_13,-0.0
Gn1n2_100_130,-0.0
Gn1n2_100_131,-0.0
Gn1n2_100_132,-0.0
Gn1n2_100_133,-0.0
Gn1n2_100_134,-0.0
Gn1n2_100_135,-0.0
Gn1n2_100_136,-0.0
Gn1n2_100_137,-0.0
Gn1n2_100_138,-0.0
Gn1n2_100_139,-0.0
Gn1n2_100_14,-0.0
Gn1n2_100_140,-0.0
Gn1n2_100_141,-0.0
Gn1n2_100_142,-0.0
Gn1n2_100_143,-0.0
Gn1n2_100_144,-0.0
Gn1n2_100_145,-0.0
Gn1n2_100_146,-0.0
Gn1n2_100_147,-0.0
Gn1n2_100_148,-0.0
Gn1n2_100_149,-0.0
Gn1n2_100_15,-0.0
Gn1n2_100_150,-0.0
Gn1n2_100_151,-0.0
Gn1n2_100_152,-0.0
Gn1n2_100_153,-0.0
Gn1n2_100_154,-0.0
Gn1n2_100_155,-0.0
Gn1n2_100_156,-0.0
Gn1n2_100_157,-0.0
Gn1n2_100_158,-0.0
Gn1n2_100_159,-0.0
Gn1n2_100_16,-0.0
Gn1n2_100_160,-0.0
Gn1n2_100_161,-0.0
Gn1n2_100_162,-0.0
Gn1n2_100_163,-0.0
Gn1n2_100_164,-0.0
Gn1n2_100_165,-0.0
Gn1n2_100_166,-0.0
Gn1n2_100_167,-0.0
Gn1n2_100_168,-0.0
Gn1n2_100_169,-0.0
Gn1n2_100_17,-0.0
Gn1n2_100_170,-0.0
Gn1n2_100_171,-0.0
Gn1n2_100_172,-0.0
Gn1n2_100_173,-0.0
Gn1n2_100_174,-0.0
Gn1n2_100_175,-0.0
Gn1n2_100_176,-0.0
Gn1n2_100_177,-0.0
Gn1n2_100_178,-0.0
Gn1n2_100_179,-0.0
Gn1n2_100_18,-0.0
Gn1n2_100_180,-0.0
Gn1n2_100_181,-0.0
Gn1n2_100_182,-0.0
Gn1n2_100_183,-0.0
Gn1n2_100_184,-0.0
Gn1n2_100_185,-0.0
Gn1n2_100_186,-0.0
Gn1n2_100_187,-0.0
Gn1n2_100_188,-0.0
Gn1n2_100_189,-0.0
Gn1n2_100_19,-0.0
Gn1n2_100_190,-0.0
Gn1n2_100_191,-0.0
Gn1n2_100_192,-0.0
Gn1n2_100_193,-0.0
Gn1n2_100_194,-0.0
Gn1n2_100_195,-0.0
Gn1n2_100_196,-0.0
Gn1n2_100_197,-0.0
Gn1n2_100_198,-0.0
Gn1n2_100_199,-0.0
Gn1n2_100_2,0.0
Gn1n2_100_20,-0.0
Gn1n2_100_200,-0.0
Gn1n2_100_201,-0.0
Gn1n2_100_202,-0.0
Gn1n2_100_203,-0.0
Gn1n2_100_204,-0.0
Gn1n2_100_205,-0.0
Gn1n2_100_206,-0.0
Gn1n2_100_207,-0.0
Gn1n2_100_208,-0.0
Gn1n2_100_209,-0.0
Gn1n2_100_21,-0.0
Gn1n2_100_210,-0.0
Gn1n2_100_211,-0.0
Gn1n2_100_212,-0.0
Gn1n2_100_213,-0.0
Gn1n2_100_214,-0.0
Gn1n2_100_215,-0.0
Gn1n2_100_216,-0.0
Gn1n2_100_217,-0.0
Gn1n2_100_218,-0.0
Gn1n2_100_219,-0.0
Gn1n2_100_22,-0.0
Gn1n2_100_220,-0.0
Gn1n2_100_221,-0.0
Gn1n2_100_222,-0.0
Gn1n2_100_223,-0.0
Gn1n2_100_224,-0.0
Gn1n2_100_225,-0.0
Gn1n2_100_226,-0.0
Gn1n2_100_227,-0.0
Gn1n2_100_228,-0.0
Gn1n2_100_229,-0.0
Gn1n2_100_23,-0.0
Gn1n2_100_230,-0.0
