A_ct_1_ct_2,17.0
A_ct_1_ct_3,17.0
A_ct_1_ct_4,0.0
A_ct_1_ct_5,0.0
A_ct_1_ct_6,0.0
A_ct_1_ct_7,0.0
A_ct_1_ct_8,17.000000000000004
A_ct_2_ct_1,0.0
A_ct_2_ct_3,0.0
A_ct_2_ct_4,0.0
A_ct_2_ct_5,0.0
A_ct_2_ct_6,0.0
A_ct_2_ct_7,0.0
A_ct_2_ct_8,0.0
A_ct_3_ct_1,0.0
A_ct_3_ct_2,0.0
A_ct_3_ct_4,0.0
A_ct_3_ct_5,0.0
A_ct_3_ct_6,0.0
A_ct_3_ct_7,0.0
A_ct_3_ct_8,0.0
A_ct_4_ct_1,0.0
A_ct_4_ct_2,17.0
A_ct_4_ct_3,17.0
A_ct_4_ct_5,0.0
A_ct_4_ct_6,0.0
A_ct_4_ct_7,0.0
A_ct_4_ct_8,17.000000000000004
A_ct_5_ct_1,16.999999999999996
A_ct_5_ct_2,34.0
A_ct_5_ct_3,34.0
A_ct_5_ct_4,16.999999999999996
A_ct_5_ct_6,0.0
A_ct_5_ct_7,17.0
A_ct_5_ct_8,34.0
A_ct_6_ct_1,16.999999999999996
A_ct_6_ct_2,34.0
A_ct_6_ct_3,34.0
A_ct_6_ct_4,16.999999999999996
A_ct_6_ct_5,0.0
A_ct_6_ct_7,17.000000000000004
A_ct_6_ct_8,34.0
A_ct_7_ct_1,0.0
A_ct_7_ct_2,16.999999999999996
A_ct_7_ct_3,16.999999999999996
A_ct_7_ct_4,0.0
A_ct_7_ct_5,0.0
A_ct_7_ct_6,0.0
A_ct_7_ct_8,17.000000000000004
A_ct_8_ct_1,0.0
A_ct_8_ct_2,0.0
A_ct_8_ct_3,0.0
A_ct_8_ct_4,0.0
A_ct_8_ct_5,0.0
A_ct_8_ct_6,0.0
A_ct_8_ct_7,0.0
B_ct_1_ct_2,0.0
B_ct_1_ct_3,0.0
B_ct_1_ct_4,0.0
B_ct_1_ct_5,16.999999999999996
B_ct_1_ct_6,16.999999999999996
B_ct_1_ct_7,0.0
B_ct_1_ct_8,0.0
B_ct_2_ct_1,17.0
B_ct_2_ct_3,0.0
