unit i,unit j,Annual capital cost per metre of pipe (GBP/m.yr),Total Rectilinear Distance (m),Piping Cost (GBP/yr),Total Piping Cost (GBP/yr),Inner Pipe Diameter (m),Pressure Drop (N/m^2),Power of Pump (W),Pumping Cost (GBP/yr),Total Pumping Cost (GBP/yr)
compressor_interstage_cooler,stripper,0.0,94.81302891586688,0.0,,0.0,0.0,0.0,0.0,
compressor_interstage_cooler,storage_tank,0.0,35.99999999999977,0.0,,0.0,0.0,0.0,0.0,
compressor_interstage_cooler,reclaimer,0.0,69.99999999999999,0.0,,0.0,0.0,0.0,0.0,
compressor_interstage_cooler,compressor_house,182.0,18.749999999999318,17062.499999999378,,0.299,6257.8595317722065,21070.234113711133,37926.42140468004,
compressor_interstage_cooler,compressor_KOdrum,0.0,35.75000000000031,0.0,,0.0,0.0,0.0,0.0,
compressor_interstage_cooler,compressor_interstage_cooler,0.0,,0.0,,0.0,0.0,0.0,0.0,
compressor_interstage_cooler,TEG_dehydration,0.0,21.750000000000277,0.0,,0.0,0.0,0.0,0.0,
compressor_interstage_cooler,cooling_tower,0.0,161.99999999999966,0.0,,0.0,0.0,0.0,0.0,
compressor_interstage_cooler,coolingwater_pumphouse,0.0,191.99999999999966,0.0,,0.0,0.0,0.0,0.0,
TEG_dehydration,direct_contact_cooler,0.0,170.25000000000006,0.0,,0.0,0.0,0.0,0.0,
TEG_dehydration,absorber,0.0,114.24999999999977,0.0,,0.0,0.0,0.0,0.0,
TEG_dehydration,lean_amine_cooler,0.0,79.12605783173342,0.0,,0.0,0.0,0.0,0.0,
TEG_dehydration,cross_heat_exchanger,0.0,68.25000000000006,0.0,,0.0,0.0,0.0,0.0,
TEG_dehydration,stripper,0.0,109.06302891586643,0.0,,0.0,0.0,0.0,0.0,
TEG_dehydration,storage_tank,0.0,34.24999999999943,0.0,,0.0,0.0,0.0,0.0,
TEG_dehydration,reclaimer,0.0,52.24999999999972,0.0,,0.0,0.0,0.0,0.0,
TEG_dehydration,compressor_house,182.0,32.99999999999995,12011.999999999982,,0.299,11013.832775919716,37083.612040133725,26700.200668896287,
TEG_dehydration,compressor_KOdrum,0.0,49.99999999999994,0.0,,0.0,0.0,0.0,0.0,
TEG_dehydration,compressor_interstage_cooler,0.0,21.750000000000277,0.0,,0.0,0.0,0.0,0.0,
TEG_dehydration,TEG_dehydration,0.0,,0.0,,0.0,0.0,0.0,0.0,
TEG_dehydration,cooling_tower,0.0,183.74999999999994,0.0,,0.0,0.0,0.0,0.0,
TEG_dehydration,coolingwater_pumphouse,0.0,213.74999999999994,0.0,,0.0,0.0,0.0,0.0,
cooling_tower,direct_contact_cooler,0.0,174.0,0.0,,0.0,0.0,0.0,0.0,
cooling_tower,absorber,0.0,230.0,0.0,,0.0,0.0,0.0,0.0,
cooling_tower,lean_amine_cooler,0.0,178.87605783173336,0.0,,0.0,0.0,0.0,0.0,
cooling_tower,cross_heat_exchanger,0.0,214.0,0.0,,0.0,0.0,0.0,0.0,
cooling_tower,stripper,0.0,102.81302891586667,0.0,,0.0,0.0,0.0,0.0,
cooling_tower,storage_tank,0.0,197.99999999999966,0.0,,0.0,0.0,0.0,0.0,
cooling_tower,reclaimer,0.0,231.99999999999966,0.0,,0.0,0.0,0.0,0.0,
cooling_tower,compressor_house,0.0,150.75,0.0,,0.0,0.0,0.0,0.0,
cooling_tower,compressor_KOdrum,0.0,133.75,0.0,,0.0,0.0,0.0,0.0,
cooling_tower,compressor_interstage_cooler,0.0,161.99999999999966,0.0,,0.0,0.0,0.0,0.0,
cooling_tower,TEG_dehydration,0.0,183.74999999999994,0.0,,0.0,0.0,0.0,0.0,
cooling_tower,cooling_tower,0.0,,0.0,,0.0,0.0,0.0,0.0,
cooling_tower,coolingwater_pumphouse,96.0,30.0,23040.0,,0.204,80757.0,13230.000000000002,38102.40000000001,
coolingwater_pumphouse,direct_contact_cooler,0.0,204.0,0.0,,0.0,0.0,0.0,0.0,
coolingwater_pumphouse,absorber,0.0,260.0,0.0,,0.0,0.0,0.0,0.0,
coolingwater_pumphouse,lean_amine_cooler,0.0,208.87605783173336,0.0,,0.0,0.0,0.0,0.0,
coolingwater_pumphouse,cross_heat_exchanger,0.0,244.0,0.0,,0.0,0.0,0.0,0.0,
coolingwater_pumphouse,stripper,0.0,132.81302891586665,0.0,,0.0,0.0,0.0,0.0,
coolingwater_pumphouse,storage_tank,0.0,227.99999999999966,0.0,,0.0,0.0,0.0,0.0,
coolingwater_pumphouse,reclaimer,0.0,261.99999999999966,0.0,,0.0,0.0,0.0,0.0,
coolingwater_pumphouse,compressor_house,0.0,180.75,0.0,,0.0,0.0,0.0,0.0,
coolingwater_pumphouse,compressor_KOdrum,0.0,163.75,0.0,,0.0,0.0,0.0,0.0,
coolingwater_pumphouse,compressor_interstage_cooler,0.0,191.99999999999966,0.0,,0.0,0.0,0.0,0.0,
coolingwater_pumphouse,TEG_dehydration,0.0,213.74999999999994,0.0,,0.0,0.0,0.0,0.0,
coolingwater_pumphouse,cooling_tower,0.0,30.0,0.0,,0.0,0.0,0.0,0.0,
coolingwater_pumphouse,coolingwater_pumphouse,0.0,,0.0,,0.0,0.0,0.0,0.0,
,,,,,152852.99911802227,,,,,
,,,,,,,,,,696657.073519003
